id,utterance,logical_form
3742,"Tell someone in the dining room something about yourself
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3743,"Tell the person in the kitchen something about yourself.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3744,"Get the pickles and give it to Taylor at the baby chair.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3745,"find the biggest object on the cabinet and hand it to me
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
3746,"put the tea spoon on the counter which is in the bathtub
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3747,"find a boy in the dining room and answer a question then
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3748,"please bring me the lighter objects that are on the sofa
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( lightest $1 ) ) "" <location> "" )
"
3749,"please could you give me the lighter object of the board
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3750,"Give me the largest items on top of the washing machine.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3751,"please bring me the bigest item from the couch by the tv
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3752,"Can you please place the cereal to the bathroom cabinet.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
3753,"Go to the bookshelf, get the shampoo, and bring it back.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3754,"go to the bookshelf, get the shampoo and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3755,"Go to Alex at the towel rack and tell him about yourself
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3756,"Go tell me what the three smallest items on the sofa are
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3757,"Find the person in the living room and answer a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3758,"Go to the bedroom, find the person, and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3759,"Head to the bathroom, find someone, and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3760,"Go look at the sink and tell me how many beers are there.
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3761,"What is the number of melon on the top of the dishwasher?
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3762,"Of the objects in the sink, which are the three thinnest?
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3763,"Go to the dining room and tell me what objects are there.
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
3764,"Find Peyton at the freezer and go with him to the bedroom
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
3765,"Find Alex at the cabinet and bring them to the baby chair
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3766,"Please identify the three lightest objects on the fridge.
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3767,"Find someone in the bathroom and inform them of the time.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3768,"find the dining room and find a person to tell a joke too
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3769,"What are the three lightest things on the cutlery drawer?
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3770,"Inform me of which items on the cabinet are the littlest.
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3771,"Go into the bedroom, find a boy, and answer his question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3772,"answer the question to the boy who inside the living room
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3773,"find a male person in the bedroom and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3774,"find a male person on the bedroom and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3775,"Hand me the object from the dresser that weighs the least
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3776,"hand me whatever weighs the least from the dresser please
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3777,"in the baby's chair, what are the three heaviest objects?
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3778,"Can you tell the largest objects at the bathroom cabinet?
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3779,"what are the three biggest things on top of the fireplace
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3780,"Tell me whats the most miniature item on the center table
","( say ( lambda $1 e ( and ( smallest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3781,"Can you please get the big dish and put it in the shower?
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
3782,"Answer the question of a person standing in the corridor.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3783,"find the person in the bathroom and answer their question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3784,"Go to the cupboard, get the teaspoon, and bring it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3785,"Please get the milk from the microwave and give it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3786,"Get to the dinning room,find Robin and say what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3787,"go to the living room and find Morgan and tell her a joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3788,"Robot, how many people are lying down in the dining room?
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3789,"Find a person in the living room and answer their question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3790,"Find someone who is in the corridor and answer a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3791,"Navigate to bedroom and find a person to answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3792,"Let me know what the three largest objects on the sink are
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3793,"Can you identify the three thinnest objects from the sink?
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3794,"Retrieve what is to the right of the glass by the tv couch
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
3795,"go to the cabinet, meet Jorgan and then go with the script
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
3796,"Find Taylor at the center table and take them to the sofa.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3797,"Meet Taylor at the center table and guide them to the sofa
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3798,"get escort michael from baby chair and move to the counter
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3799,"Go to the bedroom, find the woman, and answer her question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3800,"Let me know what the thee lightest items on the fridge are
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3801,"On the center table, which are the three lightest objects?
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3802,"Identify the three heaviest objects placed on the dresser.
","( say ( lambda $1 e ( heaviest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3803,"Report to me what the name of the person in the bedroom is
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3804,"Detail the three lightest objects located on the armchair.
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3805,"What three objects in the cutlery drawer are the lightest?
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3806,"Find the biggest item from the cabinet and bring it to me.
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
3807,"Answer a question for the boy you find in the dining room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3808,"Please tell me the largest objects in the bathroom cabinet
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3809,"answer the question to the person standing in the bathroom
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3810,"go to the corridor to find a person, and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3811,"Look on the drawer and tell me which item is the thinnest.
","( say ( lambda $1 e ( and ( thinnest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3812,"Go hand me the item on the bathroom cabinet under the coke
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
3813,"give me object it was under the tea spoon from the dresser
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
3814,"I want the chips from the chair, can you bring them to me?
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3815,"Find Alex in the bathroom and tell him the day of the week
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3816,"Find Alex out in the hallway and tell them what day it is.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3817,"find hayden in the dining room and tell him what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3818,"Go over to the counter, when you meet the apple, follow it
","UNKNOWN
"
3819,"Go to the tv couch and follow the shampoo when you saw it.
","UNKNOWN
"
3820,"remove the soap from the sink and put it in the towel rack
","UNKNOWN
"
3821,"Detail the three largest objects located on the microwave.
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3822,"Find the person lying in the corridor and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3823,"The person in the living room has a question, go answer it.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3824,"Can you find out how many glasses there are in the cupboard
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3825,"Please identify how many glasses are there on the cupboard.
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3826,"On the bathroom cabinet, which three items are the largest?
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3827,"What are the three narrowest objects on the couch by the TV
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3828,"let me know what the three thinnest objects on the sofa are
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3829,"Put the choco flakes to the left person in the dining room.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
3830,"Go to the freezer and find out how many items are in there.
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3831,"Meet Taylor at the center table and escort them to the sofa
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3832,"Take Michael out of the baby chair and over to the counter.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3833,"Find a female in the dining area and respond to an inquiry.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3834,"Find a person sitting in the kitchen and answer a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( sitting $1 ) ( at $1 "" <room> "" ) ) )
"
3835,"go to the dinning room , see someone and say what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3836,"Pick up the pickle and hand it to Taylor in the baby chair.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3837,"What are the three lightest things on top of the microwave?
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3838,"what 3 objects on the dining table have the lightest weight
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3839,"Grab the bag on the bookshelf and put it on the side table.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3840,"Take the chips from the cabinet and  put them in the drawer
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3841,"robot go to the bed and get the knife to the cutlery drawer
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3842,"locate the living room, find a boy, and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3843,"Please go to the freezer and bring me the least heavy item.
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3844,"Tell what day it is,to the person lying down in the bedroom
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3845,"Please bring me the largest item from the couch near the TV
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3846,"Let me know what the three biggest items on the cabinet are
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3847,"Look for the person in the bedroom and ask them a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3848,"bring me the object in the  bathroom cabinet under the coke
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
3849,"Find the lightest objects on the bar and say what are they.
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3850,"I want the choco flakes from the freezer, can you get them?
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3851,"Go to Tracy in the shower and tell something about yourself
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3852,"Robot, go to the armchair, find the cereal and accompany it
","UNKNOWN
"
